domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
echo-communication.fr,2023-10-14 10:08:26.925729+00:00,2024-09-23 13:14:33.914982+00:00,2025-10-14 10:08:26.901570+00:00,Realtime Register B.V.,support@realtimeregister.com,https://realtimeregister.com
scpa.com.ph,,,,,,
obw-ing.de,,2018-08-10 09:44:36+02:00,,,,
astravo.myschool.email,2016-02-08 23:01:02+00:00,2025-02-12 09:01:32.960000+00:00,2026-02-08 23:01:02+00:00,"ENOM, INC.",abuse@enom.com,https://enom.com
artisancouvreur-siegler.fr,2025-02-21 09:36:26.939673+00:00,2025-02-26 09:36:33.508764+00:00,2026-02-21 09:36:26.909248+00:00,SAS Ligne Web Services - LWS,afnic@lws.fr,https://lws.fr
relaunchyourlife.com.au,,2025-03-06 09:27:19+00:00,,Web Address Registration Pty Ltd,,
dm97.de,,2011-08-08 20:50:50+02:00,,,,
alum.rpi.edu,1986-03-25 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
simplelogin.eyraud.us,2023-05-25 00:42:08+00:00,2024-05-31 20:04:11+00:00,2034-05-25 00:42:08+00:00,OVH sas,abuse@ovh.net,https://ovh.net
gobearcats.net,2018-10-18 14:08:10+00:00,2024-09-17 12:55:20+00:00,2026-10-18 14:08:10+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
angelbio.ai,2024-10-05 03:03:03+00:00,,,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
kit-systems.ru,2019-04-10 07:27:53+00:00,,2025-04-10 07:27:53+00:00,RU-CENTER-RU,,
kind.ocn.ne.jp,,,,,,
mosselbaygolfclub.co.za,2004-04-20 23:05:03+00:00,2024-04-02 08:00:35+00:00,2025-04-20 23:05:03+00:00,DIAMATRIX C.C.,abuse@domains.co.za,https://domains.co.za
koldomitxelena.net,2002-01-11 07:03:45+00:00,2025-01-12 08:05:14+00:00,2026-01-11 07:03:45+00:00,"Arsys Internet, S.L. dba NICLINE.COM",abuse@nicline.com,https://nicline.com
advertisingcloud.co,2022-02-05 02:33:08+00:00,2025-02-11 16:01:55+00:00,2026-02-05 02:33:08+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
rent.re,,,2025-07-29 04:15:02+00:00,101domain GRS Ltd,registrar@101domain.com,https://101domain.com
thebombbar.ca,2018-02-24 01:39:35+00:00,2024-02-25 18:23:03+00:00,2026-02-24 01:39:35+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
edssystems.net,2011-09-24 20:42:00+00:00,2024-09-25 18:16:48+00:00,2025-09-24 20:42:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
hveragerdi.is,2023-09-01 00:00:00+00:00,,2026-02-26 00:00:00+00:00,,,
imaoccidente.edu.mx,2002-05-28 00:00:00+00:00,2025-03-10 00:00:00+00:00,2025-05-27 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
aluno.humboldt.com.br,2012-03-28 00:00:00+00:00,2024-04-24 00:00:00+00:00,2025-04-23 00:00:00+00:00,,,
cavalierimarignoni.it,2024-09-04 12:15:10+00:00,2024-09-04 12:43:20+00:00,2025-09-04 00:00:00+00:00,Aruba s.p.a.,,
houseful.co.uk,2023-03-09 00:00:00+00:00,2025-03-10 00:00:00+00:00,2026-03-09 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
millennium-fintech.ch,,,,,,
students.abtech.edu,2002-01-08 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
floodre.co.uk,2014-12-24 00:00:00+00:00,2024-12-20 00:00:00+00:00,2025-12-24 00:00:00+00:00,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",,
makarenko.com.mx,2006-09-06 00:00:00+00:00,2024-08-31 00:00:00+00:00,2025-09-05 00:00:00+00:00,PDR Ltd. d/b/a PublicDomainRegistry.com,,
surefiremail.co.uk,2019-04-25 00:00:00+00:00,2024-12-03 00:00:00+00:00,2025-04-25 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
niagarawater.co,2013-08-30 20:49:08+00:00,2024-09-04 17:46:33+00:00,2025-08-29 23:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
snef.sk,2004-09-29 00:00:00+00:00,2024-09-23 00:00:00+00:00,2025-09-29 00:00:00+00:00,DRIONSYS s.r.o.,horacek@drionsys.sk,https://drionsys.sk
skidrow.org,1999-02-04 05:00:00+00:00,2025-02-10 18:12:53+00:00,2026-02-04 05:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
qualitysearch.es,,,,,,
parisbeauty.no,2015-07-14 00:00:00+00:00,2024-07-14 00:00:00+00:00,,,,
peperosso.be,2015-11-05 00:00:00+00:00,,,,,
mecke.com.au,,2021-01-18 02:29:29+00:00,,Web Address Registration Pty Ltd,,
renegmail.ru,2023-09-25 16:36:18+00:00,,2025-09-25 16:36:18+00:00,MAXNAME-RU,,
pcagmbh.de,,2023-05-09 14:36:07+02:00,,,,
altaiire.fr,1997-06-05 22:00:00+00:00,2024-09-30 22:08:21.962425+00:00,2025-08-05 22:00:00+00:00,OVH,support@ovh.net,https://ovh.net
hanneforth.de,,2011-10-21 18:13:53+02:00,,,,
brickstudents.org,2016-07-24 20:08:32+00:00,2024-06-29 07:04:35+00:00,2025-07-24 20:08:32+00:00,"Register.com, Inc.",domain.operations@web.com,https://web.com
pecg.org,1998-02-25 05:00:00+00:00,2024-03-22 22:07:59+00:00,2026-02-24 05:00:00+00:00,"eNom, LLC",,
couturerentals.com.mx,2011-10-11 00:00:00+00:00,2024-10-02 00:00:00+00:00,2025-10-11 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
fadl.ai,2024-12-17 22:34:12+00:00,,,1API GmbH,abuse@1api.net,https://1api.net
igopromo.nl,2017-06-30 00:00:00+00:00,2025-02-24 00:00:00+00:00,,team.blue nl B.V.,,
jcarroll.ie,2018-09-26 12:23:59+00:00,,2025-09-26 11:30:12+00:00,Elive,,
craghs.nl,2005-06-10 00:00:00+00:00,2023-11-09 00:00:00+00:00,,Metaregistrar B.V.,,
teachforaustria.at,,,,,,
msia.org,1995-05-08 04:00:00+00:00,2024-07-29 20:55:07+00:00,2028-05-09 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
act1stfcu.org,2017-08-15 19:38:09+00:00,2018-03-02 17:00:41+00:00,2027-08-15 19:38:09+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
optigrid.mom,2024-08-21 04:31:11+00:00,2024-08-31 10:58:39+00:00,2025-08-21 23:59:59+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
hurree.co,2014-04-18 19:10:46+00:00,2024-03-20 11:29:44+00:00,2028-04-17 23:59:59+00:00,BigRock Solutions Ltd.,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com
seh.adeg.at,,,,,,
dieselworx.group,,,,,,
cchs.school,2017-06-19 11:40:14+00:00,2024-07-25 02:01:22+00:00,2026-06-19 11:40:14+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
provide.net,1996-01-23 05:00:00+00:00,2024-12-26 05:39:23+00:00,2026-01-24 05:00:00+00:00,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com
lafitte.us,2007-06-19 04:35:12+00:00,2021-05-12 08:11:31+00:00,2026-06-18 23:59:59+00:00,"Network Solutions, LLC",abuse@web.com,https://web.com
sru.edu.in,2019-12-23 06:44:24+00:00,2021-07-29 06:12:28+00:00,2029-12-23 06:44:24+00:00,ERNET India,,
ihr-buch.de,,2013-04-25 01:03:10+02:00,,,,
turnbhs.org,2018-02-20 20:48:31+00:00,2024-07-23 05:50:18+00:00,2028-02-20 20:48:31+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
hoshizaki.com.vn,,,,,,
uoanbar.edu.iq,,,,,,
randombits.co.uk,2005-07-17 00:00:00+00:00,2024-09-03 00:00:00+00:00,2025-07-17 00:00:00+00:00,Squarespace Domains LLC t/a SQUARESPACE DOMAINS [Tag = SQUARESPACE],,
mortonhealth.org,2003-01-14 23:43:42+00:00,2024-06-14 10:36:30+00:00,2026-01-14 23:43:42+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
rechtsanwalt-reime.de,,2016-09-29 11:40:31+02:00,,,,
spscc.edu,2002-01-28 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
familymarsh.co.uk,2010-04-02 00:00:00+00:00,2024-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,Team Blue Internet Services UK Limited [Tag = FREEPARKING],,
i24.nhs.uk,,,,,,
forgeleadership.org,2014-11-17 21:04:47+00:00,2025-01-01 21:04:59+00:00,2025-11-17 21:04:47+00:00,Tucows Domains Inc.,,
sison.it,2017-07-05 11:25:26+00:00,2024-07-21 00:52:26+00:00,2025-07-05 00:00:00+00:00,Aruba s.p.a.,,
ilimcollege.vic.edu.au,,2024-12-02 13:37:41+00:00,,Education Services Australia Limited,,
oli-gmbh.de,,2021-01-14 12:47:46+01:00,,,,
pvhme.org,2006-09-13 14:49:00+00:00,2023-07-17 13:52:21+00:00,2025-09-13 14:49:00+00:00,Tucows Domains Inc.,,
gamerun.ai,2024-07-26 16:11:00+00:00,,,1API GmbH,abuse@1api.net,https://1api.net
customsoftware.ca,2001-06-20 04:49:15+00:00,2024-08-04 04:09:35+00:00,2025-06-20 04:00:00+00:00,Rebel.ca Corp.,abuse@rebel.com,https://rebel.com
burnleymn.co.uk,2025-01-29 00:00:00+00:00,2025-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00,PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],,
minotstateu.edu,1999-12-02 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
lynn.co.nz,,,,,,
nasrallah.ca,2012-10-31 01:38:32+00:00,2024-10-02 17:34:01+00:00,2025-10-31 01:38:32+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
glenfieldinvicta.co.uk,2019-10-16 00:00:00+00:00,2024-10-09 00:00:00+00:00,2025-10-16 00:00:00+00:00,EuroDNS SA [Tag = EURODNS],,
mail.umassglobal.edu,2021-01-25 00:00:00+00:00,,2026-03-31 00:00:00+00:00,,,
wedc.org,2003-09-15 22:27:47+00:00,2024-06-23 21:26:58+00:00,2026-09-15 22:27:47+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
elv8health.com.au,,2025-01-12 22:16:22+00:00,,GoDaddy.com LLC trading as GoDaddy.com,,
johnstoncc.edu,2002-01-09 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
dfcsa.com.br,2021-09-17 00:00:00+00:00,2025-02-26 00:00:00+00:00,2025-09-17 00:00:00+00:00,,,
polfer.com.pl,2001-05-18 13:00:00+00:00,2024-07-12 18:43:39+00:00,2025-05-17 14:00:00+00:00,Dinfo.pl Sylwia Wierońska,,
upspring.org,2005-06-16 18:59:50+00:00,2024-10-20 20:24:29+00:00,2025-06-16 18:59:50+00:00,Launchpad.com Inc.,abuse@hostgator.com,https://hostgator.com
wikipeter.se,2010-10-02 00:00:00+00:00,2025-02-14 00:00:00+00:00,2025-10-02 00:00:00+00:00,LoopiaGroup2,,
sfrr.fr,2023-09-24 15:53:19.334730+00:00,2024-10-31 23:12:25.119622+00:00,2025-09-24 15:53:19.316658+00:00,OVH,support@ovh.net,https://ovh.net
kyouritu.info,2007-02-05 02:39:10+00:00,2025-02-08 17:04:08+00:00,2026-02-05 02:39:10+00:00,"Japan Registry Services Co.,Ltd.(JPRS)",gtld-abuse@jprs.jp,https://jprs.jp
gleinstaetten.rlh.at,,,,,,
jubailisland.ae,,,,,,
yaou.fr,2007-03-08 10:34:12+00:00,2025-03-11 09:36:49.982319+00:00,2025-06-07 10:45:42+00:00,RegistryGate GmbH,service@registrygate.com,https://registrygate.com
ventura.org,1997-06-23 04:00:00+00:00,2024-07-29 02:25:04+00:00,2026-06-22 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
cax.net,2000-01-20 08:06:49+00:00,2023-08-17 17:31:03+00:00,2026-01-20 08:06:49+00:00,GoDaddy Online Services Cayman Islands Ltd.,abuse@uniregistry.com,https://uniregistry.com
fundesco.org.ar,,,,,,
numat.co.nz,,,,,,
buckinstitute.org,2000-04-07 17:49:44+00:00,2024-07-27 18:42:20+00:00,2028-04-07 17:49:44+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
panpacificu.edu.ph,,,,,,
tsbpa.state.tx.us,2003-02-06 20:36:27+00:00,2019-11-15 19:12:14+00:00,2108-02-06 20:36:27+00:00,US Locality,,
leerling.rvcollege.nl,2024-03-11 00:00:00+00:00,2024-03-11 00:00:00+00:00,,team.blue nl B.V.,,
thelettinggame.co.uk,2009-01-08 00:00:00+00:00,2024-08-29 00:00:00+00:00,2027-01-08 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
play.net,1994-08-22 04:00:00+00:00,2024-07-22 07:48:25.950000+00:00,2025-08-21 04:00:00+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
smmacademy.org,2006-05-08 11:12:39+00:00,2024-12-07 11:47:07+00:00,2034-05-08 11:12:39+00:00,Mesh Digital Limited,abuse.contact@hosteuropegroup.com,https://hosteuropegroup.com
r-n.co.za,2005-05-24 14:05:50+00:00,2024-05-24 14:15:21+00:00,2025-05-24 14:05:50+00:00,Wileman Information Technology,john.wileman@wit.co.za,https://wit.co.za
dgn.de,,2012-02-01 21:56:23+01:00,,,,
bsd.uchicago.edu,1991-11-22 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
rvlewis.info,2004-12-11 09:30:36+00:00,2024-12-01 12:13:48+00:00,2025-12-11 09:30:36+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
infohealth.co.uk,2000-03-15 00:00:00+00:00,2024-07-06 00:00:00+00:00,2025-03-15 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
naturescare.cz,2002-05-16 22:26:00+00:00,2023-01-26 13:25:42+00:00,2025-05-15 00:00:00+00:00,REG-MOJEID,,
classroom.gdgoenkasurat.com,2011-01-08 11:54:59+00:00,2025-01-04 11:38:08+00:00,2026-01-08 11:54:59+00:00,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com
ssfcu.org,1995-12-19 05:00:00+00:00,2023-11-18 14:41:52+00:00,2026-12-18 05:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
ffhandball.net,2015-01-15 12:44:12+00:00,2025-01-16 08:16:55+00:00,2026-01-15 12:44:12+00:00,"OVH, SAS",abuse@ovh.net,https://ovh.net
theweddingshoppe.net,2000-05-17 13:33:30+00:00,2024-05-17 13:43:56+00:00,2034-05-17 13:33:30+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
abcduchaudetfroid.fr,2021-01-13 17:45:22+00:00,2025-02-28 23:13:09.115784+00:00,2026-01-13 17:45:22+00:00,OVH,support@ovh.net,https://ovh.net
fh-muenster.de,,2022-06-09 16:36:03+02:00,,,,
afruca.org,,,,,,
blough.de,,2022-12-29 13:39:22+01:00,,,,
rmef.org,1995-12-28 05:00:00+00:00,2021-12-27 19:01:11+00:00,2031-12-27 05:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
189.cn,,,,,,
askim.kr,2021-03-11 00:00:00+00:00,2021-03-11 00:00:00+00:00,2027-03-11 00:00:00+00:00,MAILPLUG Inc.(http://www.mailplug.com),,
psgcas.ac.in,2005-08-18 09:07:59+00:00,2023-03-06 04:32:25+00:00,2026-08-18 09:07:59+00:00,ERNET India,,
cim.sld.cu,,,,,,
entel.cl,,,,NIC Chile,,
innovativetyres.co.in,2006-07-10 06:48:24+00:00,2024-06-22 17:45:10+00:00,2025-07-10 06:48:24+00:00,Rediff.com India Limited,,
lovecchiogroup.it,2019-09-17 09:26:21+00:00,2024-09-19 00:45:02+00:00,2025-09-03 00:00:00+00:00,Key-Systems GmbH,,
vanguardschool.org,1996-10-31 05:00:00+00:00,2021-09-01 17:00:21+00:00,2030-10-30 05:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
careers.wolt.com,2005-12-03 19:07:16+00:00,2024-10-30 21:38:13+00:00,2025-12-03 19:07:16+00:00,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com
gregclayton.net,2001-09-04 21:15:03+00:00,2024-09-05 13:00:17+00:00,2025-09-04 21:15:03+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
studeo.fi,2019-05-10 00:00:00+00:00,2023-05-31 00:00:00+00:00,2025-05-10 00:00:00+00:00,Planeetta Internet Oy,,
trainingtree.pl,2012-09-04 19:24:09+00:00,2024-08-14 08:29:36+00:00,2025-09-04 19:24:09+00:00,cyber_Folks S.A.,,
auspost.com.au,,2024-10-27 05:05:39+00:00,,Corporation Service Company (Aust) Pty Ltd,,
dlhmc.com.cn,,,,,,
fi.oaklins.com,2015-10-26 17:06:17+00:00,2024-12-15 19:33:53+00:00,2025-10-26 17:06:18+00:00,The Registrar Company B.V.,abuse@theregistrarcompany.com,https://theregistrarcompany.com
e2i.com.sg,2007-03-28 07:35:23+00:00,2024-04-22 11:17:04+00:00,2026-03-28 07:35:23+00:00,"Ascio Technologies, Inc.",,
thecuriousfox.co.uk,2025-02-11 00:00:00+00:00,2025-02-11 00:00:00+00:00,2027-02-11 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
marcacar.es,,,,,,
lijbrandt.nl,2003-08-01 00:00:00+00:00,2020-12-11 00:00:00+00:00,,KPN,,
premiermovers.co.nz,,,,,,
cloud.ssvs.tp.edu.tw,,,,,,
dussoautomacao.com.br,2021-10-21 00:00:00+00:00,2024-10-07 00:00:00+00:00,2025-10-21 00:00:00+00:00,,,
lacma.org,1994-08-18 04:00:00+00:00,2024-10-07 15:33:45+00:00,2028-08-17 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
karro.co.uk,2013-01-11 00:00:00+00:00,2025-01-12 00:00:00+00:00,2027-01-11 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
rydon.co.uk,1997-09-16 00:00:00+00:00,2024-09-14 00:00:00+00:00,2025-09-16 00:00:00+00:00,Fastnet International Ltd [Tag = FASTNET],,
skillpath.net,1995-11-01 05:00:00+00:00,2025-02-20 18:03:59+00:00,2028-10-31 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
sgwilhering.at,,,,,,
student.thebsbh.com,2004-12-05 09:08:14+00:00,2023-12-06 17:04:24+00:00,2025-12-05 09:08:14+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
gorgeous.agency,2016-04-12 10:14:55+00:00,2024-07-16 03:43:35+00:00,2025-04-12 10:14:55+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
canberraaircon.com.au,,2025-02-16 02:42:42+00:00,,Web Address Registration Pty Ltd,,
triscoengenharia.com.br,2018-04-11 00:00:00+00:00,2024-04-26 00:00:00+00:00,2025-04-11 00:00:00+00:00,,,
ajenta.net,2023-10-04 18:20:17+00:00,2024-09-28 12:08:29+00:00,2025-10-04 18:20:17+00:00,"SNAPNAMES 40, LLC",abuse@web.com,https://web.com
novasift.xyz,2024-07-18 09:24:03+00:00,2024-07-29 10:36:01+00:00,2025-07-18 23:59:59+00:00,Namecheap,abuse@namecheap.com,https://namecheap.com
agence.generali.fr,1996-07-30 22:00:00+00:00,2024-05-12 05:17:10.360950+00:00,2025-05-11 15:39:41+00:00,CSC CORPORATE DOMAINS INC.,tldsupport@cscglobal.com,https://cscglobal.com
embepress.pl,2005-09-21 08:20:05+00:00,2024-09-04 09:38:51+00:00,2025-09-21 08:20:05+00:00,LH.pl Sp. z o.o.,,
blacklisted.agency,2021-01-19 07:15:02+00:00,2025-02-15 05:54:44+00:00,2026-01-19 07:15:02+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
earthanalytics.no,2016-05-17 00:00:00+00:00,2024-07-22 00:00:00+00:00,,,,
ld-ii.ro,2020-03-24 00:00:00+00:00,,2027-03-23 00:00:00+00:00,Claus Web SRL,,
sverital.it,1998-02-20 00:00:00+00:00,2025-01-01 00:43:18+00:00,2025-12-16 00:00:00+00:00,Opiquad s.r.l.,,
chemawa.bie.edu,2009-07-27 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
techifycare.us,2024-09-12 11:26:35+00:00,2024-09-17 11:26:36+00:00,2025-09-12 11:26:35+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
nslancers.org,2014-05-13 17:11:54+00:00,2024-07-05 05:04:09+00:00,2033-05-13 17:11:54+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
kapiti.school.nz,,,,,,
marketingpunch.co.uk,2008-09-05 00:00:00+00:00,2023-07-08 00:00:00+00:00,2025-09-05 00:00:00+00:00,Easily Limited t/a easily.co.uk [Tag = WEBCONSULTANCY],,
atg.net.au,,2024-08-14 05:03:40+00:00,,Synergy Wholesale Accreditations Pty Ltd,,
lra-a.bayern.de,,2023-11-25 18:57:57+01:00,,,,
it-h.co.uk,2013-09-11 00:00:00+00:00,2024-09-06 00:00:00+00:00,2025-09-11 00:00:00+00:00,Unlimited Web Hosting UK Ltd [Tag = UNLIMITED],,
selcom.net,2007-09-20 13:06:28+00:00,2023-09-02 10:37:54+00:00,2026-09-20 13:06:28+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
one.za.com,,,,,,
schauertegmbh.de,,2018-09-07 12:17:00+02:00,,,,
churer-stadtbier.ch,,,,,,
nutrivigor.com.br,2013-05-09 00:00:00+00:00,2024-07-19 00:00:00+00:00,2026-05-21 00:00:00+00:00,,,
hello.co,2010-02-25 01:14:41+00:00,2024-05-31 18:04:37+00:00,2026-02-24 23:59:59+00:00,Hello Internet Corp.,,
omroepmax.nl,2002-08-23 00:00:00+00:00,2023-03-09 00:00:00+00:00,,NPO,,
kye.meap.com,1996-10-05 04:00:00+00:00,2024-05-02 02:48:57+00:00,2025-10-04 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
mpbbrabant.nl,2013-10-21 00:00:00+00:00,2021-11-06 00:00:00+00:00,,team.blue nl B.V.,,
berglust-fewo-braunlage.de,,2023-01-27 12:02:55+01:00,,,,
ic7forli.edu.it,2018-12-05 12:25:42+00:00,2024-03-28 00:45:52+00:00,2025-03-12 00:00:00+00:00,Teknadoc Italia s.r.l.,,
hotsypacific.net,2005-03-14 23:48:17+00:00,2024-03-15 11:16:56+00:00,2026-03-14 22:48:17+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
behringer-mail.de,,2018-09-10 09:49:13+02:00,,,,
eduquest.sg,2015-04-16 07:11:46+00:00,2025-03-03 00:55:04+00:00,2026-04-16 07:11:45+00:00,Exabytes Network (Singapore) Pte Ltd,,
kanigen.be,2001-03-12 00:00:00+00:00,,,,,
soemail.rutgers.edu,1985-04-25 00:00:00+00:00,,2026-07-31 00:00:00+00:00,,,
kirknology.com.au,,2024-01-06 14:34:48+00:00,,Domain Directors Pty Ltd trading as Instra,,
oplmt.od.ua,,,,,,
hotmmail.co.uk,2007-03-15 00:00:00+00:00,2025-03-11 00:00:00+00:00,2025-03-15 00:00:00+00:00,RegistryGate GmbH [Tag = REGISTRYGATE-DE],,
northcross.org,1997-05-28 04:00:00+00:00,2024-04-04 05:40:21+00:00,2025-05-27 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
jbwgroup.co.uk,2008-07-02 00:00:00+00:00,2025-03-05 00:00:00+00:00,2026-07-02 00:00:00+00:00,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
t2srl.eu,,,,Aruba S.p.A.,,
killingtonpico.org,2015-01-27 21:41:02+00:00,2024-01-08 16:06:43+00:00,2026-01-27 21:41:02+00:00,"eNom, LLC",,
methodologyit.tech,2021-01-02 06:07:27+00:00,2025-02-21 15:13:34+00:00,2026-01-02 23:59:59+00:00,"Go Daddy, LLC",abuse@godaddy.com,https://godaddy.com
neric.org,1994-10-19 04:00:00+00:00,2024-06-16 13:57:46+00:00,2028-10-18 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
gillies.co.uk,2003-04-18 00:00:00+00:00,2024-04-01 00:00:00+00:00,2026-04-18 00:00:00+00:00,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
themarc.ca,2010-08-24 13:27:46+00:00,2024-10-08 04:02:43+00:00,2025-08-24 04:00:00+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
apartamentosvaradero.es,,,,,,
eliasol.fr,2015-06-08 21:00:36+00:00,2024-10-31 23:07:31.699511+00:00,2025-09-17 22:10:07+00:00,OVH,support@ovh.net,https://ovh.net
gillesroulin.ch,,,,,,
hsin-chi.com.tw,2004-11-12 16:26:14+00:00,,2025-11-16 00:00:00+00:00,SEEDNET,,
fmailler.net,2023-12-15 22:02:15+00:00,2025-02-28 18:56:43+00:00,2025-12-15 22:02:15+00:00,"Sav.com, LLC",abuse-contact@sav.com,https://sav.com
alltime.fi,2006-10-03 00:00:00+00:00,2024-08-20 00:00:00+00:00,2025-10-03 00:00:00+00:00,Domainkeskus Oy,,
nullrezsi.hu,,,,,,
thelivingcircle.ch,,,,,,
assurantbpo.net,2021-11-10 16:45:50+00:00,2024-11-02 22:57:11+00:00,2025-11-10 16:45:50+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
itconkal.edu.mx,2006-08-17 00:00:00+00:00,2024-08-17 00:00:00+00:00,2025-08-16 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
buerger.de,,2018-09-11 18:18:55+02:00,,,,
ramapo.edu,1991-05-07 00:00:00+00:00,,2027-07-31 00:00:00+00:00,,,
electra.earth,2022-04-16 16:56:45+00:00,2024-04-22 12:56:55+00:00,2025-04-16 16:56:45+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
evolveconsultinggroup.net,2024-06-27 01:53:22+00:00,2024-06-27 01:53:23+00:00,2026-06-27 01:53:22+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
agritrack.io,2020-08-04 07:23:21+00:00,2024-09-18 07:23:56+00:00,2025-08-04 07:23:21+00:00,"GoDaddy.com, LLC",,
built-wright.net,2008-06-12 22:41:16+00:00,2024-05-03 14:56:27+00:00,2025-06-12 22:41:16+00:00,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com
passion.io,2015-04-10 00:30:05+00:00,2024-01-11 05:23:57+00:00,2032-04-10 00:30:05+00:00,1API GmbH,,
bercaengineering.co.id,2016-04-01 09:31:03+00:00,2025-03-11 02:22:34+00:00,2026-04-01 23:59:59+00:00,PT Digital Registra Indonesia,,
msg.flysas.com,1996-07-01 04:00:00+00:00,2024-06-26 05:40:12+00:00,2025-06-30 04:00:00+00:00,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
mail.benesse.co.jp,,,,,,
saucisseroyale.cc,2017-06-07 15:39:11+00:00,2023-08-20 03:19:23+00:00,2027-06-07 15:39:11+00:00,OVH sas,abuse@ovh.net,https://ovh.net
