domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
hmp-maschinenbau.de,,2018-07-24,,,,
pff.uk.com,,,,,,
ohlendorf.ch,,,,,,
caeci-ol.de,,2018-10-15,,,,
marketplace.city,,,,,,
doris-wiederer.de,,2023-04-16,,,,
hhu.de,,2020-01-09,,,,
rwbb.com.au,,2025-03-03,,Synergy Wholesale Accreditations Pty Ltd,,
primeraimpresion.com.ec,,,,,,
dmpaus.com.au,,2025-02-11,,Melbourne IT,,
benoit.us.com,,,,,,
agenciabull.cl,,,,NIC Chile,,
transmaxisl.es,,,,,,
waterwiseplumbing.co.nz,,,,,,
hcm.fpt.vn,,,,,,
ventspilsnd.lv,,2025-03-12,,,,
eka.de,,2020-04-13,,,,
khv-emlichheim.de,,2018-08-10,,,,
lubek.de,,2021-02-22,,,,
tsariley.nz,,,,,,
ww-holzpellets.de,,2014-06-12,,,,
cts-bayern.de,,2018-06-29,,,,
gloeckl.name,,,,,,
black-gold.gr,,,,,,
spitalbuelach.ch,,,,,,
creagenio.es,,,,,,
huk-coburg.de,,2015-04-08,,,,
dow.org.nz,,,,,,
ham.airport.de,,2023-11-13,,,,
hylands.havering.sch.uk,,,,,,
supplysolutionsgroup.com.au,,2025-02-14,,Synergy Wholesale Accreditations Pty Ltd,,
jaitleyandbakhshi.ae,,,,,,
ecdsd.gov.za,,,,,,
nirvanadevelopment.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
svg.lv,,2025-03-12,,,,
martus-online.de,,2017-05-05,,,,
ircs.org.iq,,,,,,
idoevents.gr,,,,,,
tieza.gov.ph,,,,,,
m4x.de,,2021-01-19,,,,
tsmgo.es,,,,,,
hwk-konstanz.de,,2017-06-06,,,,
bbbank.de,,2022-10-19,,,,
rgg.rv.ua,,,,,,
montres-valgine.ch,,,,,,
crearonlinesierra.edu.ec,,,,,,
kolping-erfurt.de,,2023-07-17,,,,
nutrien.com.au,,2024-08-24,,Domain Directors Pty Ltd trading as Instra,,
jvkrause.de,,2018-08-13,,,,
maxi-schwaben.de,,2014-01-22,,,,
mae.re,,,2025-06-11,OVH,support@ovh.net,https://ovh.net
school1.sumy.ua,,,,"ТОВ ""УКРНЕЙМС ДАТАЦЕНТР""",info@ukrnames.com,https://ukrnames.com
hugendubel.de,,2015-08-04,,,,
wcss.wa.edu.au,,2025-01-31,,Education Services Australia Limited,,
pgwc.gov.za,,,,,,
denniscorp.com.au,,2024-05-08,,Melbourne IT,,
city-niigata.ed.jp,,,,,,
sonne-loffenau.de,,2020-09-13,,,,
dorsu.edu.ph,,,,,,
interbaltija.lv,,2025-03-12,,,,
highlands.k12.fl.us,,,,,,
zepasaka.lv,,2025-03-12,,,,
eispiraten.de,,2006-12-01,,,,
sch.gg,,,,States of Guernsey (http://www.gov.gg),,
theshowermanmelbourne.com.au,,2024-12-11,,GoDaddy.com LLC trading as GoDaddy.com,,
custodia.com.py,,,,,,
hofhonnigsol.de,,2007-10-21,,,,
estaca.eu,,,,GANDI,,
campruva.es,,,,,,
precisesecurity.com.au,,2025-01-16,,Synergy Wholesale Accreditations Pty Ltd,,
blushbeautyempire.com.au,,2024-03-03,,Domain Directors Pty Ltd trading as Instra,,
tecis.de,,2021-01-15,,,,
realschulehochdahl.de,,2020-09-05,,,,
aitec.es,,,,,,
fonet.ec,,,,,,
hildesheimer-betreuungs-gmbh.de,,2021-01-07,,,,
muenscher.eu,,,,Domain Robot,,
thelobbysix.ch,,,,,,
hahn-kolb.de,,2016-11-02,,,,
protectis.de,,2021-09-01,,,,
thuema.de,,2016-04-29,,,,
aisa.sch.ae,,,,,,
cscj.edu.ph,,,,,,
sigtechsolutions.com.au,,2024-11-01,,Synergy Wholesale Accreditations Pty Ltd,,
murikultur.ch,,,,,,
nelsonmandelacentre.com.au,,2023-08-27,,Domain Directors Pty Ltd trading as Instra,,
maestrohoi.es,,,,,,
luigi.com.gr,,,,,,
floor-colour.de,,2018-08-12,,,,
kanzlei-schwab-es.de,,2006-09-22,,,,
hohner.de,,2006-02-21,,,,
enagra.eu,,,,http.net Internet GmbH,,
ges.es,,,,,,
escrowsale.com.au,,2025-02-13,,Tucows (Australia) Pty Ltd trading as OpenSRS,,
csu.edu.cn,,,,,,
edu.escpeurope.eu,,,,GANDI,,
diesuessperlen.ch,,,,,,
smalltec.es,,,,,,
myj.com.pe,,,,NIC.PE,,
leyra.com.au,,2023-10-18,,Web Address Registration Pty Ltd,,
levion.de,,2021-11-18,,,,
alogroup.pe,,,,NIC.PE,,
activeaccountinggroup.com.au,,2024-12-30,,Synergy Wholesale Accreditations Pty Ltd,,
pcsian.edu.ph,,,,,,
fenchel-raumgestaltung.de,,2020-01-09,,,,
gudieart.es,,,,,,
fcpc.edu.ph,,,,,,
dpc.copextel.com.cu,,,,,,
svf.edu.pe,,,,NIC.PE,,
dentimport.com.pe,,,,NIC.PE,,
elcorteingles.es,,,,,,
thewiles.ch,,,,,,
uepablopalacios.edu.ec,,,,,,
stk.hamburg.de,,2023-10-12,,,,
antropoloogia.ee,,,2025-05-23,Elkdata OÜ,,
ascensoresjican.es,,,,,,
craftmine.at,,2022-12-14,,IONOS SE ( https://nic.at/registrar/22 ),,
abelectrical.co.nz,,,,,,
go.pymhs.tyc.edu.tw,,,,,,
matheus-ia.de,,2025-01-06,,,,
atelierlhdk.ch,,,,,,
elsurco.com.sv,,,,,,
vcs.vkb.de,,2020-03-30,,,,
toyota.es,,,,,,
re-play.ch,,,,,,
vonet.ch,,,,,,
kaibot.es,,,,,,
haag-websites.de,,2017-10-26,,,,
globalsport.pt,,,,,,
escuelaemilialascar.cl,,,,NIC Chile,,
corsham.wilts.sch.uk,,,,,,
keilahaldus.ee,,,2025-12-20,Zone Media OÜ,,
eyesmagazine.ch,,,,,,
ruch.de,,2024-07-10,,,,
kurzweil-gmbh.de,,2017-08-10,,,,
dikoin.de,,2024-01-14,,,,
gm.tnfsh.tn.edu.tw,,,,,,
gnae.ch,,,,,,
proven.com.au,,2024-06-01,,Synergy Wholesale Accreditations Pty Ltd,,
theimpactcompany.de,,2024-09-06,,,,
parkrapids.k12.mn.us,,,,,,
mardecor.es,,,,,,
tvgroup.com.ar,,,,,,
kshp.ch,,,,,,
citysavings.com.ph,,,,,,
capeagulhas.gov.za,,,,,,
bowton.com.au,,2024-03-14,,Domain Directors Pty Ltd trading as Instra,,
pesl.at,,2024-01-22,,A1 Telekom Austria AG ( https://nic.at/registrar/16 ),,
nwsigns.com.au,,2025-01-21,,Melbourne IT,,
jumpswimschools.com.au,,2024-10-05,,Synergy Wholesale Accreditations Pty Ltd,,
pier21.co.nz,,,,,,
tvthalwil.ch,,,,,,
khourys.com.au,,2023-11-16,,Domain Directors Pty Ltd trading as Instra,,
stmartins.sa.edu.au,,2023-12-17,,Education Services Australia Limited,,
dressel.de,,2023-05-17,,,,
greendragon.sa,,,,,,
levelupconsulting.ae,,,,,,
arileht.ee,,,2025-12-02,Zone Media OÜ,,
samuelbreuer.de,,2022-02-01,,,,
mediaconsulting.pt,,,,,,
bellcos.com.bo,,,,,jhurtado@hcgrupo.com,https://hcgrupo.com
serviciosintegrados.com.gt,,,,,,
tosomen.de,,2022-02-02,,,,
mail.saitama-u.ac.jp,,,,,,
hdl-gartenbau.de,,2021-01-09,,,,
mueblescossio.es,,,,,,
eurofast.eu,,,,Key-Systems GmbH,,
yyis.de,,2023-06-05,,,,
hlmw9.at,,2025-03-11,,1API GmbH ( https://nic.at/registrar/578 ),,
ces.edu.ph,,,,,,
development.vic.gov.au,,2025-02-27,,Department of Finance - VIC,,
creativemusic.com.au,,2024-04-29,,Melbourne IT,,
ngha.med.sa,,,,,,
teawalodge.co.nz,,,,,,
nsmv.com.vn,,,,,,
agentura.iem.gov.lv,,,,,,
ritter-office.de,,2011-05-23,,,,
lamilagrosalaudio.eus,,,,,,
wilbrad.com.au,,2024-04-04,,Domain Directors Pty Ltd trading as Instra,,
coffsmetalmarket.com.au,,2023-05-16,,Domain Directors Pty Ltd trading as Instra,,
bago.cl,,,,NIC Chile,,
uni.de,,2021-01-18,,,,
evesham.k12.nj.us,,,,,,
rohbraken.de,,2018-01-02,,,,
autoimport-deutschland.at,,2025-02-17,,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
sdt.aicj.ed.jp,,,,,,
bausch-stroebel.de,,2020-12-16,,,,
ustranscom.mil,,,,,,
tcautos.com.au,,2023-09-22,,Domain Directors Pty Ltd trading as Instra,,
tee-zed.com.au,,2023-06-16,,Domain Directors Pty Ltd trading as Instra,,
volvocars.ch,,,,,,
musikschule-glinde.de,,2024-12-16,,,,
nordring24.de,,2024-03-02,,,,
mediaquestcorp.com,,,,,,
rakvesi.ee,,,2025-09-02,Telia Eesti AS,,
delna.lv,,2025-03-12,,,,
risd.k12.nm.us,,,,,,
aw-gartenbau.de,,2007-09-06,,,,
neomarine.ae,,,,,,
herzog-maschinenfabrik.de,,2008-05-20,,,,
hs-esslingen.de,,2015-07-09,,,,
wildjackcars.de,,2014-04-17,,,,
my.pccr.edu.ph,,,,,,
sfbrands.com.au,,2025-01-05,,Melbourne IT,,
cundaline.com.au,,2025-01-26,,Domain Directors Pty Ltd trading as Instra,,
keypath.uk.com,,,,,,
transcraft.ae,,,,,,
mareilescholl-breuer.online.de,,2018-07-19,,,,
mitsumi.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
fasatec.es,,,,,,
cel.uk.net,,,,,,
ogm.uk.com,,,,,,
kanzlei-fiala.at,,2024-04-04,,easyname GmbH ( https://nic.at/registrar/414 ),,
neuenhauser.de,,2021-01-18,,,,
calconut.es,,,,,,
grscon.eu,,,,One.com A/S,,
wst-automation.de,,2018-08-18,,,,
summerfoundation.org.au,,2025-02-08,,GoDaddy.com LLC trading as GoDaddy.com,,
tempmail.us.com,,,,,,
repco.nc,,,,,,
oog.de,,2018-09-08,,,,
students.zsm.co.zw,,,,,,
antenna.gr,,,,,,
exoticrealestate.ae,,,,,,
priekulesslimnica.lv,,2025-03-12,,,,
monroestu.k12.al.us,,,,,,
deh.de,,2024-04-23,,,,
hib-liebenau.at,,2020-04-28,,Vautron Rechenzentrum AG ( https://nic.at/registrar/610 ),,
friedrich-umwelt.de,,2021-05-05,,,,
cec.edu.bs,,,,,,
gardner.za.net,,,,,,
stpauls.nsw.edu.au,,2025-01-31,,Education Services Australia Limited,,
tyrco.com.ar,,,,,,
spn6.speednet.ne.jp,,,,,,
students.meduniwien.ac.at,,2024-02-23,,,,
nassmagnet.de,,2021-11-04,,,,
stani-mail.at,,2018-10-26,,IONOS SE ( https://nic.at/registrar/22 ),,
mission4.com.au,,2024-06-01,,Synergy Wholesale Accreditations Pty Ltd,,
dondees.com.ph,,,,,,
industrycompete.com.au,,2025-01-22,,GoDaddy.com LLC trading as GoDaddy.com,,
smartgas.eu,,,,1API GmbH,,
sesame.com.tn,,,,ORANGE TUNISIE,,
ae-ginestalmachado.pt,,,,,,
bushman.com.au,,2025-02-19,,Domain Directors Pty Ltd trading as Instra,,
rawson.com.au,,2023-08-20,,Domain Directors Pty Ltd trading as Instra,,
umwelt-campus.de,,2008-01-28,,,,
eb.de,,2022-10-25,,,,
gbc.wa.edu.au,,2024-11-02,,Education Services Australia Limited,,
havenandsarah.com.au,,2024-02-09,,Domain Directors Pty Ltd trading as Instra,,
rcexcavations.com.au,,2025-03-11,,Domain Directors Pty Ltd trading as Instra,,
dermesse.com.ph,,,,,,
thomasbuchwalder.ch,,,,,,
hts-tore.de,,2020-03-24,,,,
zema.de,,2023-08-01,,,,
doga.es,,,,,,
fh-westkueste.de,,2006-06-25,,,,
panifresh.com.gt,,,,,,
statik-maass.de,,2024-02-12,,,,
magnumopus.lv,,2025-03-12,,,,
raama.ee,,,2025-12-09,Zone Media OÜ,,
rosaliezadow.de,,2017-07-30,,,,
yeppo.cl,,,,NIC Chile,,
eaa.pt,,,,,,
stb-sender.de,,2018-09-09,,,,
as-electronics.de,,2024-03-06,,,,
att.et,,,,,,
santander.cl,,,,NIC Chile,,
lwg.hamburg.de,,2023-10-12,,,,
panarts.com.ec,,,,,,
suedbau-immobilien.at,,2025-02-17,,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
ks-schenkenberg.ch,,,,,,
pacifico.com.pe,,,,NIC.PE,,
totalhealth.dk,2017-09-25,,2025-09-30,,,
kilian-friederich.ch,,,,,,
hanshuonker.de,,2021-03-01,,,,
vzoerner.de,,2020-12-21,,,,
asta-austria.at,,2024-05-22,,"GoDaddy.com, LLC ( https://nic.at/registrar/693 )",,
baumdienst-moeckelmann.de,,2021-10-26,,,,
fymv.com.vn,,,,,,
predice.pe,,,,1API GmbH,,
bahead.de,,2022-07-22,,,,
brilliantsa.com.au,,2025-01-11,,Synergy Wholesale Accreditations Pty Ltd,,
weinladen.co.at,,2024-10-22,,Dynadot INC ( https://nic.at/registrar/650 ),,
escolasaopedro.pt,,,,,,
mgx.com.au,,2025-02-21,,Synergy Wholesale Accreditations Pty Ltd,,
auto-troendle.de,,2018-08-14,,,,
evard.ch,,,,,,
kanepi.ee,,,2025-12-22,Telia Eesti AS,,
decourten.ch,,,,,,
syayasan.edu.bn,,,,IMAGINE SDN BHD,publicrelation.yshhb@gmail.com,https://gmail.com
helloworld.com.vn,,,,,,
evyta.es,,,,,,
amls.com.au,,2024-09-23,,Web Address Registration Pty Ltd,,
motox.com.ec,,,,,,
oppermann-druck.de,,2005-09-10,,,,
microbase.com.ph,,,,,,
school18.ck.ua,,,,,,
wicklein-net.de,,2020-11-27,,,,
uni-duesseldorf.de,,2020-01-09,,,,
deannewbery.com.au,,2023-05-10,,Web Address Registration Pty Ltd,,
sakuraolympia.edu.vn,,,,,,
gomcaru.es,,,,,,
wocaccountants.com.au,,2024-06-01,,Synergy Wholesale Accreditations Pty Ltd,,
volkmann-autohaus.de,,2020-03-04,,,,
marklspost.de,,2023-06-23,,,,
kirbyhvacr.com.au,,2024-06-01,,Synergy Wholesale Accreditations Pty Ltd,,
dialogtalk.de,,2022-07-18,,,,
broadcom.cm,,,,,,
polytec-pt.de,,2023-11-13,,,,
kanepa.co.jp,,,,,,
turgutozal.edu.al,,,,,,
impactcolour.com.my,2011-10-19,2024-12-03,2025-10-19,QINETICS SOLUTIONS SDN BHD (Webnic.cc),compliance_abuse@webnic.cc,https://webnic.cc
sis.edu.eg,,,,,,
retrohex.com.au,,2024-08-22,,GoDaddy.com LLC trading as GoDaddy.com,,
bassville.de,,2007-10-12,,,,
arag-partner.de,,2023-05-03,,,,
kakue.de,,2020-09-08,,,,
nifco.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
toyota.co.nz,,,,,,
optimion.es,,,,,,
qapaq.pe,,,,1API GmbH,,
comite-epgv.fr,2020-01-21,2024-12-26,2026-01-21,GANDI,support@support.gandi.net,https://support.gandi.net
kabel-fensterbau.de,,2018-08-18,,,,
colegiosanandres.cl,,,,NIC Chile,,
pameasson.com.au,,2025-03-05,,Web Address Registration Pty Ltd,,
wms-engineering.de,,2019-04-04,,,,
gema-technik.de,,2023-03-01,,,,
bigfatsmile.com.au,,2024-01-29,,Domain Directors Pty Ltd trading as Instra,,
sanko.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
envoyagerockingham.com.au,,2024-08-08,,Domain Directors Pty Ltd trading as Instra,,
oakwave.com.ph,,,,,,
remarkable.group,,,,,,
tshugeri.de,,2007-11-20,,,,
minitec.si,2007-07-03,,2025-07-03,"Webtasy, d.o.o.",,
agilimo.de,,2023-01-13,,,,
klab.ee,,,2025-08-13,Telia Eesti AS,,
grupo-abante.es,,,,,,
index-werke.de,,2019-07-25,,,,
students.garlanisd.net,,,,,,
2m.com.au,,2024-08-25,,Tucows (Australia) Pty Ltd trading as OpenSRS,,
leopardtours.co.tz,,,,REG-HABARI,,
kem.gov.lv,,,,,,
kendi.de,,2018-07-18,,,,
gems.bz,,,,,,
jsinc.eu,,,,Domeneshop AS,,
eagleaccounting.com.au,,2024-02-07,,Web Address Registration Pty Ltd,,
hak-graz.at,,2025-02-17,,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
stickup.bg,,,,,,
sweg.de,,2023-10-23,,,,
usa.edu.ph,,,,,,
cmd.cd,,,,,,
meinlamgraben.at,,2023-03-08,,T-Mobile Austria GmbH ( https://nic.at/registrar/60 ),,
camhigh.vic.edu.au,,2024-04-15,,Education Services Australia Limited,,
orlandito.es,,,,,,
backring.de,,2024-04-16,,,,
bolsadecontas.pt,,,,,,
bespokejoinerytas.com.au,,2025-01-08,,Melbourne IT,,
ilnet.ch,,,,,,
univ-chlef.dz,,,,,,
morito.co.jp,,,,,,
bdo.de,,2013-06-17,,,,
sctelco.net.au,,2023-08-24,,Domain Directors Pty Ltd trading as Instra,,
semet-lackierungen.de,,2018-08-11,,,,
ergo-papilio.de,,2021-10-04,,,,
base60.es,,,,,,
reise-maurer.de,,2008-03-04,,,,
lisajane.net.au,,2025-01-24,,Web Address Registration Pty Ltd,,
musikverein-asbeck.de,,2018-08-01,,,,
bitzer.de,,2010-12-08,,,,
arhliit.ee,,,2025-12-16,Zone Media OÜ,,
dentality.es,,,,,,
gmlai.com,,,,,,
wegete.de,,2022-02-01,,,,
std.dhsh.de,,2022-07-04,,,,
aliceadsl.eu,,,,OVH SAS,,
weidmann-mb.de,,2019-02-22,,,,
curryhouse-freiburg.de,,2021-01-08,,,,
etud.ensv.dz,,,,,,
balboz.de,,2017-02-27,,,,
vb-mittelhessen.de,,2023-08-08,,,,
spreckelmeyer-gmbh.de,,2024-08-20,,,,
firstpointmarketing.com.au,,2025-03-07,,Melbourne IT,,
fotobox-team.de,,2021-02-22,,,,
nachreiner-werkzeuge.de,,2018-09-26,,,,
teufel.de,,2019-01-30,,,,
coc.phinma.edu.ph,,,,,,
radcliff.group,,,,,,
adazuudens.lv,,2025-03-12,,,,
carl-walther.de,,2020-02-06,,,,
irobotics.de,,2021-07-08,,,,
isss.gob.sv,,,,,,
iferenergia.es,,,,,,
vistagroup.co.nz,,,,,,
mastercraft.co.nz,,,,,,
lauberlaw.us,2011-04-06,2025-03-12,2026-04-05,"eNom, LLC",legal@enom.com,https://enom.com
kispi.uzh.ch,,,,,,
ikc.ac.jp,,,,,,
un2.es,,,,,,
inpernell.de,,2023-01-13,,,,
roettgermann.de,,2019-04-26,,,,
piessucios.es,,,,,,
neurobusiness.com.ec,,,,,,
dakeli.ch,,,,,,
justgo.com.pt,,,,,,
jadu.ar,,,,,,
s-e-a.co.il,,,2026-05-22,Domain The Net Technologies Ltd,office@s-m-e.co.il,https://s-m-e.co.il
ignaciavelasquez.edu.pe,,,,NIC.PE,,
arburg.de,,2021-08-24,,,,
eder-gmbh.de,,2024-06-05,,,,
retigo.cz,1998-08-29,2024-12-11,2030-10-27,REG-INTERNET-CZ,,
bdr.de,,2024-10-02,,,,
lasoie.tn,,,,ORANGE TUNISIE,,
klik.at,,2019-04-11,,A1 Telekom Austria AG ( https://nic.at/registrar/16 ),,
colegiolosnogales.es,,,,,,
manorre.com.au,,2024-06-02,,Synergy Wholesale Accreditations Pty Ltd,,
latzoumaz.ch,,,,,,
kuremaaelamuskeskus.ee,,,2027-09-18,Elkdata OÜ,,
tjm.com.au,,2024-08-30,,Discount Domain Name Services Pty Ltd,,
ascotaccounting.com.au,,2023-02-23,,Web Address Registration Pty Ltd,,
studium.fernuni-hagen.de,,2021-04-15,,,,
graesslin.de,,2024-06-03,,,,
fbsb.co.jp,,,,,,
alpssafety.ch,,,,,,
nodramas.com.au,,2024-06-06,,Domain Directors Pty Ltd trading as Instra,,
sjbenalla.catholic.edu.au,,2024-05-05,,Education Services Australia Limited,,
maddox.uk.net,,,,,,
wendlkuechen.de,,2025-01-29,,,,
trener.edu.pe,,,,NIC.PE,,
juwelierkoppshop.de,,2021-11-03,,,,
katoliku.edu.ee,,,,,,
atu.com.au,,2025-03-09,,Synergy Wholesale Accreditations Pty Ltd,,
stcqc.edu.ph,,,,,,
mtu.edu.vn,,,,,,
cpf.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
uncommon.city,,,,,,
hagener-feinstahl.de,,2018-09-06,,,,
cscom.ch,,,,,,
activehelp.com.au,,2024-06-01,,GoDaddy.com LLC trading as GoDaddy.com,,
haller-spedition.de,,2015-07-26,,,,
schaller-radrennsport.ch,,,,,,
jacpa.co.jp,,,,,,
kalmetukool.ee,,,2025-07-01,Zone Media OÜ,,
tpsac.com.pe,,,,NIC.PE,,
testad.de,,2023-05-22,,,,
bistum-eichstaett.de,,2022-02-09,,,,
rickmansworth.herts.sch.uk,,,,,,
futurenutrition.es,,,,,,
rescue.coalservices.com.au,,2024-04-25,,Melbourne IT,,
gruenekoeln.de,,2009-06-29,,,,
insto.de,,2021-08-16,,,,
elevatebusinesssolutions.com.au,,2025-02-17,,Synergy Wholesale Accreditations Pty Ltd,,
brb.ch,,,,,,
baeckerei-heitzmann.de,,2024-09-23,,,,
afp.gov.au,,2025-01-06,,Department of Finance,,
drkastlunger.at,,2025-02-17,,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
guysandstthomas.nhs.uk,,,,,,
aguasanta.cl,,,,,,
khg-karben.de,,2017-07-15,,,,
mabuhay-cocktail.de,,2024-12-20,,,,
student.chula.ac.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
vidalimpresiones.es,,,,,,
bitabyte.es,,,,,,
bionorica.de,,2019-11-26,,,,
pagepersonnel.cl,,,,,,
aejbv.pt,,,,,,
webit.com.au,,2024-08-05,,Domain Directors Pty Ltd trading as Instra,,
buksu.edu.ph,,,,,,
paderborner-osterlauf.de,,2020-07-23,,,,
bh.cl,,,,NIC Chile,,
tmkg.de,,2022-02-14,,,,
intl.zju.edu.cn,,,,,,
smail.de,,2020-10-01,,,,
arsc.hu,,,,,,
jutt-immobilien.de,,2010-10-28,,,,
bodytone.eu,,,,Arsys Internet S.L.U.,,
union-investment.de,,2024-10-03,,,,
outlet-aubonne.ch,,,,,,
sspaccountants.com.au,,2024-08-23,,Domain Directors Pty Ltd trading as Instra,,
culturaypatrimonio.gob.ec,,,,,,
gml-ludwigshafen.de,,2016-10-11,,,,
milieuzuerich.ch,,,,,,
eph.ch,,,,,,
eaexperience.com.au,,2024-11-20,,Synergy Wholesale Accreditations Pty Ltd,,
abjag.vil.ee,,,2025-12-08,Haridus- ja Teadusministeerium (EENet),,
bauer-oe.de,,2020-12-14,,,,
abshoes.co.nz,,,,,,
ludlowlogisticsinc.biz,2016-02-22,2025-03-03,,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse@publicdomainregistry.com,https://publicdomainregistry.com
iub.gov.lv,,,,,,
cnsd.com.au,,2024-09-13,,Discount Domain Name Services Pty Ltd,,
icschools.ae,,,,,,
m-a-i.de,,2021-06-22,,,,
digitaleye.net.au,,2024-11-25,,Web Address Registration Pty Ltd,,
cmblu.de,,2018-08-09,,,,
alina-maria.de,,2019-12-04,,,,
diwo.at,,2017-10-18,,easyname GmbH ( https://nic.at/registrar/414 ),,
cop.es,,,,,,
finsa.es,,,,,,
diesenhaus.co.il,,,2025-05-26,Domain The Net Technologies Ltd,support@btc.co.il,https://btc.co.il
imadecor.es,,,,,,
delicaace.co.jp,,,,,,
pensionadoatahualpa.edu.ec,,,,,,
soshin-j.co.jp,,,,,,
supremetech.vn,,,,,,
ccc.edu.ph,,,,,,
ola.net.ec,,,,,,
bestcars.im,,,2028-06-22,,info@nic.im,https://nic.im
michael-skuginna.de,,2014-12-31,,,,
redefini.com.au,,2024-06-02,,GoDaddy.com LLC trading as GoDaddy.com,,
suizoamericano.edu.gt,,,,,,
greenh.ae,,,,,,
fml.de,,2017-01-18,,,,
myro.bot,,,,,,
regiofussball.ch,,,,,,
mueller-haus.de,,2022-02-01,,,,
interhome.group,,,,,,
cherzog.de,,2018-09-05,,,,
lifebox.cl,,,,,,
ds.edu.sv,,,,,,
students.creekstreet.vic.edu.au,,2025-02-20,,Education Services Australia Limited,,
zwiesele.de,,2018-08-13,,,,
reha-sued.de,,2020-03-12,,,,
student.nws.k12.in.us,,,,,,
uhrmacher.city,,,,,,
cc-energie.de,,2018-09-07,,,,
satv.tiesa.gov.lv,,,,,,
aerolas.de,,2021-07-06,,,,
dorsch-treppenbau.de,,2011-12-20,,,,
haanimaa.ee,,,2025-11-03,Zone Media OÜ,,
cajoueoubien.ch,,,,,,
toyo-circle.co.jp,,,,,,
kulli.ch,,,,,,
extern.kte-karlsruhe.de,,2024-11-06,,,,
am.em-net.ne.jp,,,,,,
lielaisdzintars.lv,,2025-03-12,,,,
spryroughley.com.au,,2024-04-23,,Melbourne IT,,
rudolf.de,,2023-06-20,,,,
knaus-online.de,,2018-08-11,,,,
danslesvignes.lu,,,,OVH,,
meyer.de,,2025-01-08,,,,
kolga.edu.ee,,,,,,
elmemesser.ee,,,2026-02-09,Compic OÜ,,
osvintec.at,,2024-06-13,,abaton EDV- Dienstleistungs GmbH ( https://nic.at/registrar/231 ),,
tschida-medizin-technik.de,,2018-08-17,,,,
institutodelasordera.es,,,,,,
museodelprado.es,,,,,,
wolf-heiztechnik.de,,2024-06-05,,,,
lurejunks.de,,2021-01-29,,,,
ruffsburger.de,,2025-02-10,,,,
marietta-city.k12.ga.us,,,,,,
uniform.com.ph,,,,,,
heatec.de,,2015-11-24,,,,
homeaffairs.gov.au,,2024-10-14,,Department of Finance,,
vicbar.com.au,,2024-07-16,,GoDaddy.com LLC trading as GoDaddy.com,,
zooz.com.au,,2024-11-24,,Web Address Registration Pty Ltd,,
ultrafinefoods.com.au,,2024-04-29,,Melbourne IT,,
email.lcup.edu.ph,,,,,,
tradepartners.co.nz,,,,,,
bb-solutions.eu,,,,Key-Systems GmbH,,
salvadorcordoba.es,,,,,,
geral.net.pe,,,,NIC.PE,,
ehl.ch,,,,,,
amman-air.jo,,,,,,
trautwein-praezision.de,,2025-02-19,,,,
in2ights.eu,,,,Domain Robot,,
multicompany.cl,,,,NIC Chile,,
hep-bejune.ch,,,,,,
our.ecu.edu.au,,2024-10-24,,Education Services Australia Limited,,
vistagroup.co.tz,,,,REG-XTREME,,
fhnw.ch,,,,,,
jwlaccountants.com.au,,2024-06-02,,Synergy Wholesale Accreditations Pty Ltd,,
merkur-privatbank.de,,2022-10-19,,,,
gzdienste.de,,2018-07-13,,,,
lausanne-ville.ch,,,,,,
goodfoodpartners.com.au,,2025-01-12,,Domain Directors Pty Ltd trading as Instra,,
softfolio.de,,2018-08-14,,,,
kapo.so.ch,,,,,,
frammelsberger-metallverarbeitung.de,,2024-01-15,,,,
moosheimer.eu,,,,IONOS SE,,
stobbe-engineering.de,,2019-01-04,,,,
st.buh.edu.vn,,,,,,
focusaccountinggroup.com.au,,2024-10-25,,GoDaddy.com LLC trading as GoDaddy.com,,
paikuse.ee,,,,,,
sturology.com.au,,2025-01-31,,Synergy Wholesale Accreditations Pty Ltd,,
ckv-gruppe.at,,2019-04-18,,InterNetX GmbH ( https://nic.at/registrar/80 ),,
force.de,,2020-08-29,,,,
tripoz-cpi.eu,,,,Namebay SAM,,
acredo.at,,2025-02-17,,World4You Internet Services GmbH ( https://nic.at/registrar/61 ),,
wilsonsschool.sutton.sch.uk,,,,,,
bbw-suedhessen.de,,2017-10-02,,,,
posteo.ch,,,,,,
kist-holzbau.de,,2007-11-03,,,,
praxis-mweber.de,,2007-01-25,,,,
fintech.com.au,,2024-11-07,,Web Address Registration Pty Ltd,,
qantos.de,,2018-08-17,,,,
musikverein-altenbueren.de,,2007-11-22,,,,
jmc.edu.ph,,,,,,
australianpropertyscout.com.au,,2024-12-01,,Web Address Registration Pty Ltd,,
minutoar.com.ar,,,,,,
mruthemann.de,,2020-11-26,,,,
