domain,date_registered,date_last_renewed,date_expires,registrar,registrar_url,organization_name
hqkansas.org,2023-05-04,2024-05-17,2025-05-04,Squarespace Domains II LLC,https://squarespace.com,Kansas Suicide Prevention HQ (KSPHQ)
casarchitects.net,2004-05-04,2024-05-02,2025-05-04,"eNom, LLC",https://tucows.com,CASArchitects
mayfieldgirls.org,2008-02-19,2025-01-25,2026-02-19,"TUCOWS, INC.",https://tucows.com,Mayfield
coou.edu.ng,2015-07-14,2024-08-01,2025-07-14,HostAfrica,https://hostafrica.com,
student.kss.tp.edu.tw,,,,,,
glocken-baeckerei.de,,2025-01-13,,,,Glockenbrot Bäckerei GmbH & Co. oHG
autohaus-gerhardt.de,,2018-07-27,,,,Opel
meldomys.fr,2022-10-12,2024-12-05,2026-10-12,OVH,https://ovh.net,Meldomys
kohotransfers.ca,2019-06-21,2024-06-06,2025-06-21,Tucows.com Co.,https://tucows.com,
inspire.cool,2019-01-11,2025-01-06,2026-01-11,"OVH, SAS",https://ovh.net,Accueil
sacmi.it,1997-03-25,2024-11-11,2025-10-26,Register S.p.a.,,SACMI
sero.net,1998-05-26,2022-09-15,2027-06-29,"GoDaddy.com, LLC",https://godaddy.com,
futurial.pl,2007-03-07,2025-03-03,2026-03-07,nazwa.pl sp. z o.o.,,
students.ephec.be,1998-01-19,,,,,
kramer.net,1996-10-08,2024-09-08,2025-10-07,Tucows Domains Inc.,https://tucows.com,
asp.gov.al,,,,,,Policia e Shtetit
aiimsbhopal.edu.in,2011-12-20,2022-12-20,2027-12-20,ERNET India,,AIIMS Bhopal
imsirovic.at,,,,,,Imsirovic Automatisierung
thehearthllc.net,2012-08-14,2022-08-16,2027-08-14,"Network Solutions, LLC",https://web.com,
sone.mx,2013-03-14,2024-07-08,2027-03-14,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,SONETWORKS
robovision.eu,,,,Combell NV,,Robovision
shopstrange.net,2012-04-07,2024-04-08,2025-04-07,"GoDaddy.com, LLC",https://godaddy.com,Shop Strange
epochwm.co.uk,2010-01-11,2025-01-01,2026-01-11,Claranet Limited [Tag = CLARANET],,
abc-trafikkskole.no,2023-05-30,2024-05-30,,,,ABC Aut. Trafikkskole AS
gds.co.za,1996-07-17,2025-01-31,2025-07-17,Cybersmart Ltd,https://cybersmart.co.za,
tiservinet.es,,,,,,
todaystax.comcastbiz.net,2008-03-17,2024-03-13,2025-03-17,"CSC Corporate Domains, Inc.",https://cscglobal.com,
579prod.ch,,,,,,579 Production
eastcoastwindowcleaners.co.uk,2013-08-05,2024-07-08,2025-08-05,One.com A/S [Tag = TJNF-DK],,Fife Window Cleaners
vpd.gov.lv,,,,,,Sākumlapa
gpestco.net,2023-04-19,2024-06-05,2025-04-19,Squarespace Domains II LLC,https://squarespace.com,
energisa.com.br,2006-05-26,2025-02-27,2031-05-26,,,Energisa
4coilstech.eu,,,,"Webglobe, s.r.o.",,4 COILS TECH
edec.edu.mx,2018-01-23,2025-01-24,2026-01-23,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,Universidad Edec
houseandbarn.net,2016-02-16,2024-02-22,2026-02-16,"GoDaddy.com, LLC",https://godaddy.com,House and Barn
callchef.fr,2013-08-30,2024-09-30,2025-08-30,OVH,https://ovh.net,
shipways.co.uk,2003-05-13,2024-08-05,2025-05-13,123-Reg Limited t/a 123-reg [Tag = 123-REG],,Shipways
dallaslibrary.org,2000-04-04,2025-02-19,2026-04-04,"GoDaddy.com, LLC",https://godaddy.com,
johawaki.com.my,2000-05-22,2024-12-28,2026-05-22,Localhost Sdn Bhd,https://localhost.my,Johawaki
svfc.org,2000-06-12,2024-04-18,2026-06-12,"Network Solutions, LLC",https://web.com,
teradev.be,2023-06-02,,,,,Tera Dev
4front.net.au,,2025-02-26,,Domain Directors Pty Ltd trading as Instra,,4Front
kawei.co.nz,,,,,,Dynamics of Whānaungatanga
elevateautosafety.com.au,,2025-01-28,,GoDaddy.com LLC trading as GoDaddy.com,,Elevate Auto Safety
leopardweb.co.uk,2016-06-23,2024-05-24,2025-06-23,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Bot Verification
houtonisd.org,2004-08-28,2024-10-12,2025-08-28,"GoDaddy.com, LLC",https://godaddy.com,houtonisd.org
senam.cz,2025-01-16,2025-01-17,2026-01-16,REG-WEDOS,,
octocom.ai,2023-04-11,,,NAMECHEAP INC,https://namecheap.com,Octocom
emai.de,,2014-03-31,,,,
appio.team,2021-08-27,2024-10-11,2025-08-27,"GoDaddy.com, LLC",https://godaddy.com,Appio team
firstmortgagepr.net,2003-10-09,2024-07-09,2025-10-09,"Network Solutions, LLC",https://web.com,
vish.world,2024-07-07,2024-07-12,2025-07-07,NAMECHEAP INC,https://namecheap.com,Vishwajeet Shetgaonkar
fetcch.xyz,2022-07-08,2024-06-28,2025-07-08,"Go Daddy, LLC",https://godaddy.com,Fetcch Labs
limbsforlife.org,1998-11-11,2024-09-17,2025-11-10,"Network Solutions, LLC",https://web.com,Limbs For Life
igplaw.legal,2018-02-20,2025-02-20,2026-02-20,"GoDaddy.com, LLC",https://godaddy.com,
tandeg.ca,2004-01-14,2025-02-28,2026-01-14,Rebel.ca Corp.,https://rebel.com,
styleyes.biz,2005-01-11,2024-06-09,,"GoDaddy.com, LLC",https://godaddy.com,
rittal.cl,,,,NIC Chile,,
tnq.co.uk,1999-09-10,2023-07-13,2025-09-10,Easily Limited t/a easily.co.uk [Tag = WEBCONSULTANCY],,
roadrunner.com.com,1995-04-13,2024-06-28,2025-04-14,"GoDaddy.com, LLC",https://godaddy.com,
classic.co.uk,1996-08-01,2024-07-05,2026-08-04,iDAQ Limited [Tag = IDAQ],,Classic cottages
mbsolutions-inc.net,2016-07-07,2022-10-03,2032-01-26,"GoDaddy.com, LLC",https://godaddy.com,MB Solutions Inc
quierocasa.mx,2012-03-19,2024-06-24,2025-03-19,GoDaddy.com,,
dogalagro.com.tr,2021-02-23,,2026-02-22,,,Doğal Agro
edu.iisleviponti.it,2015-10-02,2024-10-18,2025-10-02,Server Plan s.r.l.,,
greenflex.be,2014-06-13,,,,,Greenflex
stanislas.qc.ca,2000-11-25,2025-02-12,2033-09-27,DomainePlus.com (3612040 CANADA inc.),https://domaineplus.com,
luganosalotti.be,2011-04-01,,,,,luganosalotti.be
cpapro.tax,2023-08-26,2025-02-14,2025-08-26,Squarespace Domains II LLC,https://squarespace.com,
qikmail.net,2015-01-31,2025-02-24,2026-01-31,"NameSilo, LLC",https://namesilo.com,
alefi.legal,2019-11-07,2024-12-22,2025-11-07,IONOS SE,https://ionos.com,Alefi
phoenixsolar.net.au,,2024-06-30,,Fluccs - The Australian Cloud Pty Ltd,,Phoenix Solar and Electrical
uesanjose.edu.ec,,,,,,UE San José
g.harvard.edu,1985-06-27,,2026-07-31,,,Google Apps For Harvard
mesgroup.asia,2015-10-19,2024-12-03,2025-10-19,Dominet (HK) Limited,,MES Group
arcom.com.br,2023-07-31,2024-04-24,2033-06-25,,,Arcom S/A
besaris.nl,1997-09-24,2018-07-17,,Metaregistrar B.V.,,Besaris
marxevents.de,,2023-11-11,,,,MarxEvents
friendshipcircleva.org,2013-04-23,2024-06-07,2025-04-23,IONOS SE,https://ionos.com,Friendship Circle of Virginia
igc-rennes.formatives.net,2018-09-06,2024-09-07,2025-09-06,"OVH, SAS",https://ovh.net,
e-verveenergy.co.uk,2018-10-25,2024-10-14,2026-10-25,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,E-Verve Energy
thurstable.co.uk,2000-09-11,2024-10-21,2026-09-11,British Telecommunications plc t/a BTNET [Tag = BTNET],,
treble.ai,2018-08-02,,,NAMECHEAP INC,https://namecheap.com,treble.ai
pa.metrocast.net,1998-07-08,2023-06-08,2028-07-07,"GoDaddy.com, LLC",https://godaddy.com,
tnsf.ca,2000-12-23,2022-12-28,2030-12-23,Rebel.ca Corp.,https://rebel.com,"True North, Strong and Free"
agentes.bancosantander.es,,,,,,
eja-muenchen.de,,2010-10-13,,,,
fucsalud.edu.co,2001-10-25,2024-10-07,2027-10-30,.CO Internet S.A.S.,https://cointernet.com.co,
jinray.com.sg,2014-08-04,2024-06-11,2026-08-04,Exabytes Network (Singapore) Pte Ltd,,
calaishospital.org,2001-12-20,2023-10-25,2026-12-20,"Network Solutions, LLC",https://web.com,Bot Verification
kpmg.co.za,1996-03-09,2025-02-11,2026-03-09,Nom-IQ Limited,https://comlaude.com,
alkutcollege.edu.iq,,,,,,كلية الكوت الجامعة
superonline.com.tr,1997-08-18,,2025-08-17,,,
integraladvisory.in,2024-03-12,2024-03-17,2026-03-12,Tucows Inc.,,
monjascapuchinas.org,2014-07-16,2024-08-30,2025-07-16,"Arsys Internet, S.L. dba NICLINE.COM",https://nicline.com,Monjas Capuchinas
beckmann-mh.de,,2018-08-15,,,,
vanbrackel.net,2003-01-13,2024-08-24,2026-01-13,"GoDaddy.com, LLC",https://godaddy.com,
smartconsulting.pt,,,,,,Smart Consulting
evolutionfitness.co,2014-01-17,2025-01-20,2026-01-16,Mi.com.co,https://mi.com.co,Evolution Fitness
nurmi.nu,2011-04-26,2024-03-28,2025-04-26,Loopia AB,,Nurmis Bilverkstad AB
thaifukoku.co.th,,,,THNIC,https://thnic.co.th,
techsolgroup.co.uk,2016-03-11,2025-02-09,2028-03-11,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Techsol
mac-solutions.co.uk,1999-09-11,2024-10-13,2026-09-11,"Cloudflare, Inc. [Tag = CLOUDFLARE]",,Lost Redirection
mymail.sim.edu.sg,1995-09-17,2024-12-29,2025-09-17,Singnet Pte Ltd,,
nk3d.fr,2014-05-21,2024-06-30,2025-05-21,IONOS SE,https://1und1.de,
kinesiologieclaire.fr,2023-07-15,2024-08-31,2025-07-15,IONOS SE,https://1und1.de,Kinesiologieclaire
piard.de,,2023-04-13,,,,
dennissevershouse.co.uk,2000-05-31,2024-05-01,2025-05-31,One.com A/S [Tag = TJNF-DK],,Dennis Severs’ House
havannah.cheshire.sch.uk,,,,,,Havannah Primary School
viamondo.net,2013-01-17,2025-01-17,2026-01-17,"GoDaddy.com, LLC",https://godaddy.com,
2plus2.net,2003-08-02,2024-10-10,2025-08-02,"GoDaddy.com, LLC",https://godaddy.com,2+2 Management
trypto.co,2019-05-06,2024-07-27,2025-05-06,"GoDaddy.com, LLC",https://godaddy.com,
bk-technic.cz,2010-06-22,2025-02-05,2025-06-22,REG-INTERNET-CZ,,
jamedat.ir,,,,,,
leolion.co,2022-10-15,2024-06-08,2025-10-15,"Network Solutions, LLC",https://web.com,Leo Lion
cathedralguadalupe.org,2001-09-05,2024-10-20,2025-09-05,"Network Solutions, LLC",https://web.com,Cathedral Guadalupe
utep.edu,1994-05-25,,2027-07-31,,,UTEP
loveluxe-creations.co.uk,2025-02-12,2025-02-12,2026-02-12,Ionos SE [Tag = 1AND1],,Loveluxe Creations
centralsf.org,2010-03-11,2025-02-21,2026-03-11,"eNom, LLC",,Central Church
proingcol.net,2008-04-06,2021-04-01,2025-04-06,Tucows Domains Inc.,https://tucows.com,Proing SAS
foxvalley.net,1996-07-26,2024-06-26,2025-07-25,"ENOM, INC.",https://tucows.com,Fox Valley Internet
smdpcatholic.org,2015-09-09,2024-07-11,2025-09-09,"GoDaddy.com, LLC",https://godaddy.com,St. Martin de Porres Catholic School
metisautomation.co.uk,2009-03-29,2024-07-11,2025-03-29,123-Reg Limited t/a 123-reg [Tag = 123-REG],,Metis Automation
pchomes.biz,2017-10-19,2024-10-20,,"GoDaddy.com, LLC",https://godaddy.com,Premier Custom Homes
roseitsolutions.co,2013-02-19,2025-02-24,2026-02-18,"GoDaddy.com, LLC",https://godaddy.com,Rosenman IT Solutions LLC
grupokallas.com.br,2022-07-12,2023-06-24,2025-06-18,,,Grupo Kallas
dysal.com.mx,2001-03-30,2024-03-26,2025-03-29,NEUBOX Internet SA de CV,,
hensgen.net,2010-03-04,2025-03-05,2026-03-04,Cronon GmbH,https://cronon.net,ONNO HENSGEN
serc.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,SERC
eng.uniben.edu,1999-07-22,,2025-07-31,,,
reuben.ox.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,Reuben College
vnabwh.org,2019-05-06,2024-07-30,2029-05-06,"GoDaddy.com, LLC",https://godaddy.com,Visiting Nurse Association & Blue Water Hospice
gcc.cc,1998-12-24,2024-01-07,2027-12-24,"GoDaddy.com, LLC",https://godaddy.com,"Commercial Mortgage, LLC"
inspiratrading.co.uk,2009-01-29,2024-06-23,2031-01-29,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
centercitybusiness.org,2017-07-19,2024-09-02,2026-07-19,"GoDaddy.com, LLC",https://godaddy.com,Center City Business
thrivingsolutions.earth,2021-03-27,2024-06-10,2026-03-27,"GoDaddy.com, LLC",https://godaddy.com,
mkt.uz.ua,,,,,,
cs.taitung.gov.tw,,,,,,
invario.net,2000-06-05,2024-06-04,2027-06-05,"GoDaddy.com, LLC",https://godaddy.com,Invario Network Engineers
sysin.in,2014-11-21,2024-11-25,2025-11-21,Endurance Digital Domain Technology Private Limited,https://publicdomainregistry.com,Sysin Technologies
awakenhypnotherapy.co.uk,2022-03-27,2024-08-26,2027-03-27,"GoDaddy.com, LLC. [Tag = GODADDY]",,Awaken Therapy
louisburg.edu,1994-04-23,,2025-07-31,,,Louisburg College
generationhope.org,2013-07-09,2024-08-23,2025-07-09,IONOS SE,https://ionos.com,Generation Hope
cresent.co.uk,2002-12-19,2024-12-20,2026-12-19,"GoDaddy.com, LLC. [Tag = GODADDY]",,
usi.edu.ph,,,,,,
sheffield.co.nz,,,,,,Sheffield New Zealand
thephoenix.org,2007-09-13,2023-10-03,2027-09-13,"Name.com, Inc.",https://name.com,The Phoenix
guinoiseau.fr,2008-05-14,2024-05-04,2026-05-14,SCALEWAY,https://free.org,
wallet.services,2014-07-17,2024-08-31,2026-07-17,Mesh Digital Limited,https://domainbox.com,Bot Verification
familiejonk.nl,2004-09-18,2020-11-10,,Realtime Register,,
auttin.net,2015-03-10,2025-03-10,2026-03-10,Tucows Domains Inc.,https://tucows.com,Auttin
risse.de,,2019-03-20,,,,
baktelecom.az,,,,,,
iosan.fr,2022-12-22,2025-01-31,2025-12-22,OVH,https://ovh.net,IOSAN
scacwv.org,2004-02-08,2025-01-14,2026-02-08,NAMECHEAP INC,https://namecheap.com,
amplitudeaud.io,2022-09-09,2024-08-30,2025-09-09,Key-Systems GmbH,,AMPLiTUDE Audio
enviengroup.eu,,,,"Webglobe, a.s.",,ENVIENGROUP
legal2digital.fr,2017-09-12,2024-10-31,2025-09-12,OVH,https://ovh.net,Legal2digital
sielinvest.ro,2001-02-23,,2028-06-20,ICI - Registrar,,
nha.net,1996-09-26,2024-09-25,2025-09-25,"GoDaddy.com, LLC",https://godaddy.com,
familypromisehendrickscounty.org,2013-02-23,2025-03-08,2027-02-23,"eNom, LLC",,Family Promise of Hendricks County
smc.asso.fr,2001-12-10,2025-02-15,2026-02-21,GANDI,https://support.gandi.net,
sjoglott.no,2015-12-22,2024-11-25,,,,Sjøgløtt Hotell
hokkai-giken.co.jp,,,,,,
deloitte.at,,,,,,
flowemotion.de,,2022-11-28,,,,
weidmuller.co.za,1998-11-01,2025-03-12,2025-11-01,Lexsynergy Limited,https://lexsynergy.com,Weidmuller
hotmail.pt,,,,,,
jurunense.com.br,2020-08-03,2024-12-17,2026-01-14,,,Jurunense
aisy.es,,,,,,
boire-manger.fr,2016-12-14,2025-01-31,2025-12-14,OVH,https://ovh.net,Boire & Manger
cyberowl.io,2016-04-12,2025-03-09,2026-04-12,Gandi SAS,,Cyber Owl
ncte-india.org,2009-03-18,2021-05-10,2026-03-18,PDR Ltd. d/b/a PublicDomainRegistry.com,https://publicdomainregistry.com,
tmail.link,2017-04-12,2025-03-11,2026-04-12,Tucows Domains Inc.,https://tucows.com,
afiph.org,2016-05-26,2024-05-06,2025-05-26,OVH sas,https://ovh.net,
mpsautomazioni.it,2010-11-09,2025-01-13,2025-12-28,Aruba s.p.a.,,Mps Automazioni
steller.de,,2018-08-08,,,,
primecare.org,1996-08-26,2023-10-09,2025-08-25,"Network Solutions, LLC",https://web.com,
farman.fr,1998-07-05,2024-12-31,2025-11-05,OVH,https://ovh.net,FARMAN
frictiontechnology.co.uk,2003-09-22,2024-09-19,2029-09-22,20i Ltd [Tag = STACK],,
box32.be,2008-01-27,,,,,
haix.de,,2022-02-28,,,,HAIX Webshop
voila.fr,2008-01-24,2025-01-04,2026-02-02,GANDI,https://support.gandi.net,
mycloudsecurity.net,2017-06-20,2024-02-28,2027-06-20,"GoDaddy.com, LLC",https://godaddy.com,
lakemac.net,1996-12-06,2024-12-06,2025-12-05,"GoDaddy.com, LLC",https://godaddy.com,
hdadvisors.com.au,,2025-02-25,,GoDaddy.com LLC trading as GoDaddy.com,,HD Advisors Pty Ltd
hupcontabil.com.br,2020-02-21,2024-03-07,2026-02-21,,,Hupcontabil
clearwater.net,1996-04-29,2024-04-01,2025-04-30,Tucows Domains Inc.,https://tucows.com,Sitestar.net Your Technology Partner
martinoz.nl,2011-02-25,2022-04-14,,team.blue nl B.V.,,
landerson.ca,2013-05-29,2024-05-14,2025-05-29,easyDNS Technologies Inc.,https://easydns.com,
bloomville.nl,2010-10-26,2024-11-05,,Realtime Register,,Bloomville
hotmsil.it,2025-01-25,2025-02-20,2026-01-25,Aruba s.p.a.,,
fcac.gc.ca,,,,,,Canada.ca
joby.aero,2015-04-30,2025-02-27,2026-04-30,Gandi SAS,https://support.gandi.net,Joby
thecakecrew.co.uk,2011-08-11,2024-07-20,2025-08-11,123-Reg Limited t/a 123-reg [Tag = 123-REG],,The Cake Crew
mckenzie6.karoo.co.uk,1996-08-01,2024-09-15,2026-09-16,KCOM Group Ltd [Tag = KCOM],,
terhal.net,2024-08-01,2024-08-01,2027-08-01,"GoDaddy.com, LLC",https://godaddy.com,Terhal Tour
sosinv.net,2019-08-09,2024-08-16,2029-08-09,"GoDaddy.com, LLC",https://godaddy.com,
dentros.net,2020-02-18,2025-01-19,2026-02-18,Wix.com Ltd.,https://wix.com,Dentros
gymall.de,,2018-10-15,,,,IServ
qfp-service.it,2003-01-14,2024-10-25,2025-10-09,Aruba s.p.a.,,QFP Srl
tconline.net,1999-06-11,2024-05-28,2025-06-11,"GoDaddy.com, LLC",https://godaddy.com,
cdnhost.ca,2014-11-14,2024-12-29,2025-11-14,Rebel.ca Corp.,https://rebel.com,
randolphcountync.gov,2009-06-01,2024-01-08,2025-06-01,get.gov,https://randolphcountync.gov,Official Website
aes.edu.pt,,,,,,
little.com.au,,2025-01-20,,Corporation Service Company (Aust) Pty Ltd,,Little Group
mazzucconi.it,1999-03-05,2024-11-04,2025-10-19,Register S.p.a.,,
ash-shiddiiqi.sch.id,2017-05-30,2024-05-05,2025-05-30,PT Digital Registra Indonesia,,"Shidddiiqi – JSIT, JAMBI"
lomond.se,2007-09-10,2024-08-15,2025-09-10,BuildIT AB,,
csab.edu.ph,,,,,,Bacolod
ci.com.br,1998-11-30,2023-03-29,2031-11-30,,,
mitene.or.jp,,,,,,
flemingconstructions.com.au,,2024-04-30,,Melbourne IT,,Constructions
camposturnhout.be,2021-05-27,,,,,Campos Turnhout
glovermkm.com.mm,,,,,,
commonforge.co,2023-07-05,2024-08-05,2026-07-05,"GoDaddy.com, LLC",https://godaddy.com,Common Forge Ventures
fianu.io,2022-07-26,2024-07-16,2025-07-26,Key-Systems GmbH,,Fianu
hartwick.edu,1991-04-10,,2027-07-31,,,Hartwick College
porvoo.fi,1991-01-01,2023-02-09,2025-08-31,Telia Finland Oyj,,Porvoo
theselkie.co.uk,2018-02-09,2025-01-10,2026-02-09,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,The Selkie
coffeeregional.org,1998-01-26,2025-01-18,2026-01-25,"Cloudflare, Inc.",https://cloudflare.com,Coffee Regional Medical Center
alexconnect.net,2006-02-19,2025-02-28,2026-02-19,"GoDaddy.com, LLC",https://godaddy.com,
my.simpson.edu,1993-11-15,,2027-07-31,,,
bompi.com.tr,2011-03-24,,2027-03-23,,,Biscuit Pro Foods
corvus.cl,,,,NIC Chile,,CORVUS Cybersecurity
bdo.bh,2018-10-18,2025-02-07,2025-10-18,Batelco,https://btc.com.bh,
grupou.mx,2011-07-25,2024-07-16,2025-07-25,"KIUBIX, S.A. de C.V.",,Home Page
careerready.org.uk,2013-08-16,2024-08-17,2025-08-16,123-Reg Limited t/a 123-reg [Tag = 123-REG],,Career Ready
actinion.net,2006-06-17,2024-03-28,2027-06-17,"Network Solutions, LLC",https://web.com,Actinion
housebrokersbrasil.com.br,2021-01-25,2025-02-10,2028-01-25,,,House Brokers Brasil
lavacaloca.gr,,,,,,La Vaca Loca
premierwindowcleaningdenver.org,2020-12-24,2024-11-29,2025-12-24,"Network Solutions, LLC",https://web.com,
hpwohio.org,2010-03-12,2025-03-02,2027-03-12,"GoDaddy.com, LLC",https://godaddy.com,Health Partners of Western Ohio
barberford.net,1999-10-25,2024-09-24,2025-10-25,"GoDaddy Corporate Domains, LLC",https://gcd.com,
vepic.us,2014-04-10,2024-10-09,2027-04-09,"Register.com, Inc.",https://web.com,VEPIC
filgaja.de,,2019-04-11,,,,Filgaja
iqproject.pe,,,,NIC.PE,,Index
swiftlane.ai,2022-09-23,,,1API GmbH,https://1api.net,Swiftlane AI
brubacher.net,1999-05-13,2024-03-14,2027-05-13,"Network Solutions, LLC",https://web.com,Brubacher Excavating Inc.
newtonestates.net,2006-09-13,2024-09-14,2025-09-13,"GoDaddy.com, LLC",https://godaddy.com,
ubt.edu.sa,,,,,,
1060.ru,2006-08-24,,2025-08-24,RU-CENTER-RU,,
dreamforge.us,2015-10-01,2024-09-15,2025-09-30,Tucows Domains Inc.,https://tucows.com,
kpdirect.us,2013-05-09,2024-05-14,2025-05-08,"GoDaddy.com, LLC",https://godaddy.com,KP Direct
jdsports.co.uk,1997-04-30,2017-07-19,2026-04-30,Team Blue Internet Services UK Limited [Tag = NAMESCO],,
cqoc.org,2001-10-22,2024-09-27,2025-10-22,NAMECHEAP INC,https://namecheap.com,CQOC
vvl.org,1999-03-09,2025-03-09,2026-03-09,OVH sas,https://ovh.net,
map-icloud.net,2024-10-14,2024-12-29,2025-10-14,Register SPA,https://register.it,
connectsolutionss.in,2022-12-14,2024-06-11,2025-12-14,"GoDaddy.com, LLC",,Connect
mail.tele.dk,1995-03-08,,2025-03-31,Eurodns S.A,,
aak8.org,2005-04-04,2025-02-09,2026-04-04,"Domain.com, LLC",https://domain-inc.net,American Academy
latabledesanges.fr,2010-11-04,2024-12-31,2025-11-04,IONOS SE,https://1und1.de,
hsc.on.ca,2006-10-20,2018-02-22,2026-10-19,Grape Inc.,https://grape.ca,
stu.materdei.org,1996-08-30,2018-01-15,2025-08-29,"Network Solutions, LLC",https://web.com,
cooksandcompany.co.uk,2008-07-07,2025-01-01,2026-07-07,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Cooks & Company
thebizcoach.net,2009-03-19,2024-03-20,2025-03-19,"GoDaddy.com, LLC",https://godaddy.com,
institutolisi.org,2004-03-09,2025-03-10,2027-03-09,"GoDaddy.com, LLC",https://godaddy.com,LIDERES DEL SIGLO AC
ciscato.edu.it,2019-01-04,2025-01-20,2026-01-04,Neen S.p.a.,,IC Ciscato
pmwplus.com.au,,2024-12-15,,Domain Directors Pty Ltd trading as Instra,,pmwPlus - pmwPlus
stv.org,1995-11-30,2024-09-22,2025-11-29,"GoDaddy.com, LLC",https://godaddy.com,
sumitronics.us,2019-09-13,2022-09-18,2025-09-13,"GoDaddy.com, LLC",https://godaddy.com,
mediationservicesllc.net,2008-06-06,2024-03-29,2025-03-28,"GoDaddy.com, LLC",https://godaddy.com,Common Ground Mediation Services LLC
lastst.com.au,,2025-01-03,,Synergy Wholesale Accreditations Pty Ltd,,Last Street
lrpartneriba.lv,,2025-03-12,,,,Liepājas rajona partnerība
saltconcepts.no,2011-10-19,2024-09-26,,,,saltconcepts.no
psi.ae,,,,,,
luminy.se,2023-01-19,2024-12-30,2026-01-19,1 Api GmbH,,
lwb-automation.de,,2020-04-06,,,,LWB Automation
soerink.nl,2001-10-22,2020-11-10,,Realtime Register,,
penguin.co.uk,1996-08-01,2024-09-06,2025-09-10,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",,Penguin Books UK
pcma.org,1996-07-02,2024-08-15,2025-07-01,"GoDaddy.com, LLC",https://godaddy.com,PCMA
telemail.dk,2015-12-22,,2025-12-31,,,Hosted By One.com
queueshoes.co.za,2009-03-27,2024-03-27,2025-03-27,xneelo (Pty) Ltd,https://xneelo.com,Queue Shoes
chathamcountyga.gov,2016-01-21,2024-09-07,2025-01-21,get.gov,https://chathamcounty.org,Home Page
popevalley.net,2005-06-08,2024-06-09,2025-06-08,"GoDaddy.com, LLC",https://godaddy.com,
jobsender.sbs,2025-02-24,2025-02-25,2026-02-24,"NameSilo, LLC",https://namesilo.com,jobsender.sbs
albareda1995.es,,,,,,
arthesis.fr,1996-05-27,2024-12-04,2026-01-27,OVH,https://ovh.net,Arthésis
aakss.org.uk,2017-11-17,2024-10-18,2025-11-17,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Air Ambulance Charity Kent Surrey Sussex
prestigeflowers.co.uk,2010-04-08,2024-08-08,2032-04-08,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
inclarity.co.uk,2001-07-24,2024-06-20,2025-07-24,Gandi [Tag = GANDI],,
a.sanjose.fundacionxafer.com,2020-07-19,2024-07-10,2025-07-19,"Arsys Internet, S.L. dba NICLINE.COM",https://nicline.com,
minior.net,2000-12-22,2024-12-23,2025-12-22,"GoDaddy.com, LLC",https://godaddy.com,
th-rosenheim.de,,2019-06-20,,,,Technische Hochschule Rosenheim
rabc.tech,2016-03-02,2025-03-03,2026-03-02,Super Registry,https://pool.com,RABC
baali.fr,2003-01-02,2024-05-31,2025-04-24,OVH,https://ovh.net,
amazonasbike.com.br,2016-08-16,2024-02-21,2028-08-06,,,Amazonas Bike
groupparadigm.co,2023-03-25,2024-07-31,2025-03-25,"GoDaddy.com, LLC",https://godaddy.com,
cmcinternational.net,2003-04-01,2023-01-31,2026-04-01,"Network Solutions, LLC",https://web.com,"CMC International, Inc"
stufen-los.de,,2017-05-04,,,,STUFENLOS Karlsruhe
cdesa.com.co,2014-04-15,2024-06-20,2025-04-14,"GoDaddy.com, LLC",https://godaddy.com,
stichtinglvo.nl,2004-08-02,2024-06-06,,team.blue nl B.V.,,Stichting LVO
cedlavictoria.edu.co,2015-12-28,2024-11-20,2025-12-27,.CO Internet S.A.S.,https://cointernet.com.co,
alberghieroriolo.edu.it,2018-10-06,2024-10-22,2025-10-06,Teknadoc Italia s.r.l.,,"I.P.S.S.A.R. ""Pellegrino Artusi"""
rcoa.ca,2011-05-20,2024-04-20,2025-05-20,Go Get Canada Domain Registrar Ltd.,https://namecheap.com,Regent Christian Online Academy
e-bate.net,2015-01-13,2023-12-14,2027-01-13,Tucows Domains Inc.,https://tucows.com,
biocell.com.sg,2023-07-25,2024-07-12,2025-07-25,Web Commerce Communications (S) Pte Ltd,,BioCELL
casa-bella-italia.de,,2018-09-08,,,,
veromarine.co.nz,,,,,,Vero
centredexcellence.co.uk,2011-02-09,2025-01-15,2026-02-09,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,Centred Excellence
myautofinders.co.uk,2022-01-27,2025-01-26,2026-01-27,Ionos SE [Tag = 1AND1],,
agmtechnology.com.au,,2025-02-10,,Domain Directors Pty Ltd trading as Instra,,AGM Technology
